Depth (m),AF (mT),x (emu),y (emu),z (emu)
3.3481,100,1.93E-06,-2.98E-07,-2.51E-06
3.4001,0,1.39E-06,3.76E-07,1.64E-05
3.4001,2.5,7.47E-07,4.35E-07,1.24E-05
3.4001,5,2.39E-07,3.14E-07,8.07E-06
3.4001,7.5,-1.75E-07,3.46E-07,6.24E-06
3.4001,10,-6.64E-08,4.32E-07,4.50E-06
3.4001,12.5,-1.12E-07,7.72E-07,3.67E-06
3.4001,15,-5.87E-07,7.55E-07,2.82E-06
3.4001,17.5,-5.36E-07,4.85E-07,2.49E-06
3.4001,20,-2.47E-07,5.69E-07,2.07E-06
3.4001,25,-1.74E-07,6.39E-07,1.52E-06
3.4001,30,-3.32E-07,7.09E-07,9.64E-07
3.4001,35,-4.89E-07,5.44E-07,4.11E-07
3.4001,40,-6.47E-07,3.78E-07,2.83E-07
3.4001,45,-8.81E-07,2.13E-07,1.55E-07
3.4001,50,-1.12E-06,1.97E-07,2.74E-08
3.4001,60,-1.35E-06,1.82E-07,1.72E-07
3.4001,70,-1.28E-06,1.66E-07,3.17E-07
3.4001,80,-1.22E-06,3.06E-07,4.62E-07
3.4001,90,-1.15E-06,4.47E-07,1.86E-07
3.4001,100,7.98E-07,5.87E-07,-8.98E-08
3.4271,0,-2.58E-06,1.52E-06,1.37E-05
3.4271,2.5,-3.03E-06,1.69E-06,9.19E-06
3.4271,5,-2.89E-06,1.69E-06,4.98E-06
3.4271,7.5,-2.80E-06,2.03E-06,2.84E-06
3.4271,10,-3.03E-06,2.35E-06,1.34E-06
3.4271,12.5,-2.85E-06,2.05E-06,6.80E-07
3.4271,15,-3.39E-06,1.77E-06,-3.40E-08
3.4271,17.5,-3.61E-06,1.74E-06,-5.44E-07
3.4271,20,-3.32E-06,2.12E-06,-1.02E-06
3.4271,25,-3.75E-06,1.95E-06,-1.36E-06
3.4271,30,-3.43E-06,1.78E-06,-1.71E-06
3.4271,35,-3.10E-06,1.80E-06,-2.05E-06
3.4271,40,-2.78E-06,1.81E-06,-2.20E-06
3.4271,45,-2.58E-06,1.83E-06,-2.35E-06
3.4271,50,-2.37E-06,1.78E-06,-2.50E-06
3.4271,60,-2.17E-06,1.73E-06,-2.45E-06
3.4271,70,-1.97E-06,1.68E-06,-2.41E-06
3.4271,80,-1.76E-06,1.34E-06,-2.36E-06
3.4271,90,-1.56E-06,1.01E-06,-2.00E-06
3.4271,100,1.31E-06,6.68E-07,-1.63E-06
3.4781,0,3.67E-06,3.00E-06,2.55E-05
3.4781,2.5,3.22E-06,2.20E-06,2.01E-05
3.4781,5,2.51E-06,2.09E-06,1.52E-05
3.4781,7.5,2.04E-06,2.89E-06,1.24E-05
3.4781,10,8.62E-07,1.80E-06,1.06E-05
3.4781,12.5,1.20E-06,1.76E-06,9.42E-06
3.4781,15,1.15E-06,8.49E-07,8.79E-06
3.4781,17.5,1.27E-06,1.77E-06,7.81E-06
3.4781,20,1.59E-06,1.34E-06,7.25E-06
3.4781,25,1.05E-06,1.25E-06,6.14E-06
3.4781,30,9.08E-07,1.16E-06,5.03E-06
3.4781,35,7.66E-07,1.20E-06,3.91E-06
3.4781,40,6.25E-07,1.25E-06,3.45E-06
3.4781,45,4.60E-07,1.29E-06,2.99E-06
3.4781,50,2.95E-07,1.04E-06,2.52E-06
3.4781,60,1.31E-07,7.97E-07,1.94E-06
3.4781,70,-3.52E-07,5.50E-07,1.36E-06
3.4781,80,-8.35E-07,-2.93E-08,7.84E-07
3.4781,90,-1.32E-06,-6.08E-07,9.87E-07
3.4781,100,1.13E-06,-1.19E-06,1.19E-06
3.5031,0,3.10E-06,3.27E-07,2.41E-05
3.5031,2.5,2.75E-06,8.92E-07,1.90E-05
3.5031,5,2.86E-06,1.03E-06,1.48E-05
3.5031,7.5,2.63E-06,1.01E-06,1.22E-05
3.5031,10,1.81E-06,9.43E-07,1.05E-05
3.5031,12.5,1.84E-06,7.06E-07,9.48E-06
3.5031,15,1.65E-06,4.90E-07,8.86E-06
3.5031,17.5,1.59E-06,2.75E-07,8.24E-06
3.5031,20,1.53E-06,4.01E-07,7.61E-06
3.5031,25,1.46E-06,5.28E-07,6.34E-06
3.5031,30,1.22E-06,6.55E-07,5.08E-06
3.5031,35,9.80E-07,7.09E-07,3.81E-06
3.5031,40,7.38E-07,7.64E-07,3.08E-06
3.5031,45,3.88E-07,8.18E-07,2.35E-06
3.5031,50,3.85E-08,8.55E-07,1.62E-06
3.5031,60,-3.11E-07,8.92E-07,1.76E-06
3.5031,70,-3.75E-07,9.29E-07,1.91E-06
3.5031,80,-4.40E-07,5.19E-07,2.05E-06
3.5031,90,-5.04E-07,1.08E-07,1.55E-06
3.5031,100,9.03E-07,-3.03E-07,1.05E-06
3.5571,0,1.85E-06,-2.37E-06,3.47E-05
3.5571,2.5,1.84E-06,-6.86E-07,2.93E-05
3.5571,5,1.74E-06,-1.76E-06,2.51E-05
3.5571,7.5,1.83E-06,-2.03E-06,2.28E-05
3.5571,10,1.31E-06,-1.88E-06,2.10E-05
3.5571,12.5,1.67E-06,-1.60E-06,1.96E-05
3.5571,15,1.31E-06,-1.05E-06,1.77E-05
3.5571,17.5,1.09E-06,-1.13E-06,1.65E-05
3.5571,20,9.05E-07,-2.53E-07,1.53E-05
3.5571,25,6.01E-07,-1.07E-06,1.34E-05
3.5571,30,4.85E-07,-1.88E-06,1.16E-05
3.5571,35,3.68E-07,-1.09E-06,9.69E-06
3.5571,40,2.52E-07,-2.94E-07,8.53E-06
3.5571,45,-6.94E-08,4.98E-07,7.38E-06
3.5571,50,-3.91E-07,3.44E-07,6.23E-06
3.5571,60,-7.13E-07,1.89E-07,5.41E-06
3.5571,70,-3.85E-07,3.38E-08,4.59E-06
3.5571,80,-5.62E-08,-1.31E-07,3.77E-06
3.5571,90,2.72E-07,-2.95E-07,3.02E-06
3.5571,100,1.84E-06,-4.60E-07,2.28E-06
3.5821,0,2.15E-06,-9.50E-07,1.78E-05
3.5821,2.5,2.16E-06,-5.33E-07,1.43E-05
3.5821,5,1.79E-06,-5.01E-07,1.17E-05
3.5821,7.5,1.89E-06,-4.73E-07,1.01E-05
3.5821,10,1.99E-06,-4.35E-07,8.99E-06
3.5821,12.5,2.06E-06,2.50E-07,8.28E-06
3.5821,15,1.78E-06,4.53E-08,7.82E-06
3.5821,17.5,1.38E-06,-1.53E-07,7.60E-06
3.5821,20,1.40E-06,8.29E-07,6.91E-06
3.5821,25,1.17E-06,-1.96E-07,6.20E-06
3.5821,30,1.01E-06,-1.22E-06,5.50E-06
3.5821,35,8.50E-07,-1.12E-06,4.80E-06
3.5821,40,6.90E-07,-1.02E-06,4.49E-06
3.5821,45,3.32E-07,-9.22E-07,4.18E-06
3.5821,50,-2.52E-08,-1.26E-06,3.87E-06
3.5821,60,-3.83E-07,-1.60E-06,3.00E-06
3.5821,70,-4.59E-07,-1.93E-06,2.13E-06
3.5821,80,-5.35E-07,-1.62E-06,1.26E-06
3.5821,90,-6.11E-07,-1.30E-06,1.37E-06
3.5821,100,6.77E-07,-9.85E-07,1.47E-06
3.6331,0,7.38E-06,9.15E-07,3.51E-05
3.6331,2.5,7.16E-06,1.16E-06,2.98E-05
3.6331,5,6.91E-06,2.81E-06,2.56E-05
3.6331,7.5,6.41E-06,1.92E-06,2.35E-05
3.6331,10,5.71E-06,1.55E-06,2.18E-05
3.6331,12.5,5.73E-06,1.14E-06,2.06E-05
3.6331,15,5.46E-06,1.18E-06,1.93E-05
3.6331,17.5,4.87E-06,1.35E-06,1.79E-05
3.6331,20,4.78E-06,1.37E-06,1.67E-05
3.6331,25,4.35E-06,8.27E-07,1.47E-05
3.6331,30,4.05E-06,2.83E-07,1.26E-05
3.6331,35,3.74E-06,1.94E-07,1.05E-05
3.6331,40,3.44E-06,1.05E-07,9.43E-06
3.6331,45,2.61E-06,1.59E-08,8.32E-06
3.6331,50,1.79E-06,1.45E-07,7.21E-06
3.6331,60,9.73E-07,2.75E-07,6.09E-06
3.6331,70,8.92E-07,4.04E-07,4.96E-06
3.6331,80,8.12E-07,1.80E-07,3.84E-06
3.6331,90,7.31E-07,-4.55E-08,2.72E-06
3.6331,100,3.17E-06,-2.71E-07,1.60E-06
3.6591,0,6.36E-06,-9.24E-07,3.14E-05
3.6591,2.5,6.29E-06,-2.47E-07,2.65E-05
3.6591,5,5.73E-06,4.44E-08,2.24E-05
3.6591,7.5,5.55E-06,-1.34E-07,2.04E-05
3.6591,10,5.19E-06,-4.03E-07,1.83E-05
3.6591,12.5,5.31E-06,-2.39E-07,1.74E-05
3.6591,15,5.15E-06,6.27E-07,1.63E-05
3.6591,17.5,4.54E-06,1.65E-07,1.49E-05
3.6591,20,4.50E-06,3.91E-07,1.38E-05
3.6591,25,3.63E-06,4.83E-08,1.20E-05
3.6591,30,3.33E-06,-2.94E-07,1.02E-05
3.6591,35,3.04E-06,2.62E-07,8.45E-06
3.6591,40,2.75E-06,8.19E-07,7.32E-06
3.6591,45,2.21E-06,1.38E-06,6.20E-06
3.6591,50,1.66E-06,7.82E-07,5.08E-06
3.6591,60,1.12E-06,1.88E-07,4.35E-06
3.6591,70,8.13E-07,-4.07E-07,3.62E-06
3.6591,80,5.05E-07,-6.81E-07,2.88E-06
3.6591,90,1.96E-07,-9.55E-07,2.38E-06
3.6591,100,3.19E-06,-1.23E-06,1.88E-06
3.7111,0,1.70E-06,-1.14E-06,1.59E-05
3.7111,2.5,1.91E-06,-6.29E-07,1.22E-05
3.7111,5,1.84E-06,-5.62E-07,9.19E-06
3.7111,7.5,1.79E-06,-2.32E-07,7.84E-06
3.7111,10,1.55E-06,-7.32E-07,6.53E-06
3.7111,12.5,1.55E-06,-7.69E-07,5.48E-06
3.7111,15,1.34E-06,-9.12E-07,5.14E-06
3.7111,17.5,1.12E-06,-6.86E-07,4.37E-06
3.7111,20,1.33E-06,-7.29E-07,3.99E-06
3.7111,25,1.10E-06,-5.99E-07,3.35E-06
3.7111,30,9.08E-07,-4.69E-07,2.72E-06
3.7111,35,7.18E-07,-5.54E-07,2.08E-06
3.7111,40,5.28E-07,-6.38E-07,1.88E-06
3.7111,45,2.98E-07,-7.23E-07,1.69E-06
3.7111,50,6.70E-08,-8.58E-07,1.49E-06
3.7111,60,-1.64E-07,-9.92E-07,1.18E-06
3.7111,70,-2.57E-07,-1.13E-06,8.74E-07
3.7111,80,-3.50E-07,-1.16E-06,5.66E-07
3.7111,90,-4.43E-07,-1.19E-06,5.40E-07
3.7111,100,2.29E-06,-1.23E-06,5.14E-07
3.7361,0,3.78E-07,1.21E-06,4.70E-06
3.7361,2.5,5.91E-07,1.32E-06,1.64E-06
3.7361,5,9.14E-07,1.57E-06,-1.16E-06
3.7361,7.5,1.18E-06,1.43E-06,-2.44E-06
3.7361,10,1.30E-06,1.62E-06,-3.17E-06
3.7361,12.5,7.39E-07,1.33E-06,-3.70E-06
3.7361,15,9.17E-07,1.24E-06,-3.57E-06
3.7361,17.5,1.07E-06,1.15E-06,-3.45E-06
3.7361,20,1.21E-06,1.07E-06,-3.33E-06
3.7361,25,1.36E-06,9.88E-07,-2.90E-06
3.7361,30,1.15E-06,9.08E-07,-2.48E-06
3.7361,35,9.46E-07,1.16E-06,-2.06E-06
3.7361,40,7.38E-07,1.42E-06,-1.74E-06
3.7361,45,6.08E-07,1.67E-06,-1.43E-06
3.7361,50,4.79E-07,1.47E-06,-1.11E-06
3.7361,60,3.50E-07,1.27E-06,-1.05E-06
3.7361,70,-1.35E-08,1.08E-06,-9.93E-07
3.7361,80,-3.77E-07,1.33E-06,-9.34E-07
3.7361,90,-7.40E-07,1.58E-06,-5.14E-07
3.7361,100,1.02E-06,1.83E-06,-9.44E-08
3.7881,0,6.38E-06,2.31E-06,2.70E-05
3.7881,2.5,5.90E-06,2.89E-06,1.55E-05
3.7881,5,5.52E-06,3.27E-06,4.83E-06
3.7881,7.5,4.99E-06,2.91E-06,-9.17E-08
3.7881,10,4.26E-06,2.63E-06,-2.66E-06
3.7881,12.5,4.11E-06,2.56E-06,-3.76E-06
3.7881,15,3.36E-06,2.29E-06,-4.09E-06
3.7881,17.5,3.48E-06,2.34E-06,-4.89E-06
3.7881,20,2.85E-06,3.48E-06,-5.14E-06
3.7881,25,2.47E-06,3.21E-06,-5.79E-06
3.7881,30,2.25E-06,2.93E-06,-6.44E-06
3.7881,35,2.03E-06,3.20E-06,-7.08E-06
3.7881,40,1.82E-06,3.47E-06,-7.37E-06
3.7881,45,1.61E-06,3.74E-06,-7.65E-06
3.7881,50,1.40E-06,3.47E-06,-7.94E-06
3.7881,60,1.19E-06,3.21E-06,-6.73E-06
3.7881,70,3.59E-07,2.94E-06,-5.51E-06
3.7881,80,-4.69E-07,2.97E-06,-4.30E-06
3.7881,90,-1.30E-06,2.99E-06,-3.73E-06
3.7881,100,3.67E-06,3.02E-06,-3.16E-06
3.8661,0,2.21E-06,8.80E-07,2.29E-05
3.8661,2.5,2.03E-06,2.34E-06,1.36E-05
3.8661,5,2.01E-06,2.73E-06,6.33E-06
3.8661,7.5,2.34E-06,2.49E-06,2.94E-06
3.8661,10,1.33E-06,2.12E-06,1.20E-06
3.8661,12.5,1.02E-06,2.62E-06,-1.57E-07
3.8661,15,7.33E-07,1.71E-06,-9.34E-07
3.8661,17.5,6.11E-07,1.61E-06,-1.37E-06
3.8661,20,3.72E-07,1.77E-06,-2.21E-06
3.8661,25,1.34E-07,1.93E-06,-2.92E-06
3.8661,30,1.80E-08,2.10E-06,-3.64E-06
3.8661,35,-9.81E-08,2.37E-06,-4.35E-06
3.8661,40,-2.14E-07,2.64E-06,-4.21E-06
3.8661,45,-6.47E-07,2.92E-06,-4.07E-06
3.8661,50,-1.08E-06,2.44E-06,-3.93E-06
3.8661,60,-1.51E-06,1.97E-06,-3.64E-06
3.8661,70,-1.16E-06,1.50E-06,-3.34E-06
3.8661,80,-8.04E-07,1.51E-06,-3.05E-06
3.8661,90,-4.49E-07,1.53E-06,-2.59E-06
3.8661,100,2.09E-07,1.55E-06,-2.12E-06
3.8921,0,1.15E-06,1.99E-06,2.63E-05
3.8921,2.5,1.19E-06,2.07E-06,1.77E-05
3.8921,5,9.64E-07,1.74E-06,1.05E-05
3.8921,7.5,1.04E-06,1.77E-06,7.18E-06
3.8921,10,4.34E-07,2.27E-06,4.67E-06
3.8921,12.5,3.84E-07,2.18E-06,3.58E-06
3.8921,15,4.63E-07,1.57E-06,2.51E-06
3.8921,17.5,2.78E-07,2.29E-06,2.15E-06
3.8921,20,1.15E-07,2.14E-06,1.72E-06
3.8921,25,9.07E-08,1.54E-06,5.23E-07
3.8921,30,5.13E-08,9.31E-07,-6.76E-07
3.8921,35,1.20E-08,8.93E-07,-1.88E-06
3.8921,40,-2.73E-08,8.54E-07,-2.29E-06
3.8921,45,-9.37E-08,8.16E-07,-2.70E-06
3.8921,50,-1.60E-07,8.06E-07,-3.11E-06
3.8921,60,-2.27E-07,7.96E-07,-2.74E-06
3.8921,70,-3.08E-07,7.86E-07,-2.38E-06
3.8921,80,-3.90E-07,1.35E-07,-2.02E-06
3.8921,90,-4.71E-07,-5.16E-07,-1.75E-06
3.8921,100,3.02E-06,-1.17E-06,-1.48E-06
3.9451,0,7.36E-06,-4.20E-08,4.80E-05
3.9451,2.5,6.42E-06,2.46E-06,3.89E-05
3.9451,5,6.00E-06,7.35E-07,3.10E-05
3.9451,7.5,5.17E-06,9.16E-07,2.75E-05
3.9451,10,4.33E-06,1.84E-06,2.46E-05
3.9451,12.5,5.01E-06,5.01E-07,2.29E-05
3.9451,15,4.52E-06,6.84E-07,2.13E-05
3.9451,17.5,4.00E-06,3.40E-07,1.99E-05
3.9451,20,3.99E-06,9.33E-07,1.79E-05
3.9451,25,2.64E-06,8.23E-07,1.50E-05
3.9451,30,1.68E-06,7.12E-07,1.22E-05
3.9451,35,7.20E-07,5.01E-07,9.39E-06
3.9451,40,-2.42E-07,2.90E-07,7.92E-06
3.9451,45,-2.10E-07,7.90E-08,6.44E-06
3.9451,50,-1.78E-07,4.88E-07,4.96E-06
3.9451,60,-1.47E-07,8.97E-07,3.85E-06
3.9451,70,-8.09E-07,1.31E-06,2.74E-06
3.9451,80,-1.47E-06,6.86E-07,1.63E-06
3.9451,90,-2.13E-06,6.64E-08,1.44E-06
3.9451,100,4.86E-06,-5.54E-07,1.25E-06
3.9711,0,4.13E-06,-1.32E-06,4.29E-05
3.9711,2.5,3.95E-06,2.49E-07,2.98E-05
3.9711,5,2.87E-06,4.63E-07,1.94E-05
3.9711,7.5,3.17E-06,3.61E-07,1.50E-05
3.9711,10,2.23E-06,-2.53E-07,1.27E-05
3.9711,12.5,1.74E-06,9.21E-08,1.11E-05
3.9711,15,1.39E-06,-7.68E-07,9.79E-06
3.9711,17.5,3.76E-07,1.47E-07,8.77E-06
3.9711,20,9.04E-07,4.79E-07,8.07E-06
3.9711,25,3.21E-07,2.41E-07,6.11E-06
3.9711,30,9.71E-08,2.63E-09,4.15E-06
3.9711,35,-1.27E-07,3.07E-07,2.19E-06
3.9711,40,-3.51E-07,6.12E-07,1.30E-06
3.9711,45,-2.76E-07,9.16E-07,4.09E-07
3.9711,50,-2.01E-07,7.70E-07,-4.80E-07
3.9711,60,-1.26E-07,6.24E-07,-8.60E-07
3.9711,70,-6.62E-07,4.77E-07,-1.24E-06
3.9711,80,-1.20E-06,-9.11E-08,-1.62E-06
3.9711,90,-1.73E-06,-6.60E-07,-1.66E-06
3.9711,100,4.63E-06,-1.23E-06,-1.70E-06
4.0211,0,2.88E-06,5.54E-07,2.28E-05
4.0211,2.5,3.36E-06,1.17E-06,1.53E-05
4.0211,5,3.52E-06,1.21E-06,9.70E-06
4.0211,7.5,3.76E-06,5.90E-07,6.10E-06
4.0211,10,2.99E-06,-1.70E-07,4.72E-06
4.0211,12.5,1.82E-06,-2.69E-08,4.00E-06
4.0211,15,1.86E-06,1.16E-06,2.65E-06
4.0211,17.5,1.63E-06,9.67E-07,2.48E-06
4.0211,20,2.19E-06,1.58E-06,1.96E-06
4.0211,25,5.62E-07,1.24E-06,6.15E-07
4.0211,30,3.86E-07,8.93E-07,-7.25E-07
4.0211,35,2.10E-07,1.58E-06,-2.07E-06
4.0211,40,3.44E-08,2.26E-06,-2.05E-06
4.0211,45,-1.86E-07,2.94E-06,-2.04E-06
4.0211,50,-4.06E-07,2.91E-06,-2.02E-06
4.0211,60,-6.27E-07,2.88E-06,-1.72E-06
4.0211,70,-1.21E-06,2.84E-06,-1.43E-06
4.0211,80,-1.79E-06,2.29E-06,-1.13E-06
4.0211,90,-2.37E-06,1.73E-06,-1.43E-06
4.0211,100,4.50E-07,1.17E-06,-1.74E-06
4.0471,0,6.34E-06,-2.47E-06,2.72E-05
4.0471,2.5,6.12E-06,-1.91E-06,1.96E-05
4.0471,5,5.74E-06,-7.97E-07,1.41E-05
4.0471,7.5,5.11E-06,-1.28E-06,1.08E-05
4.0471,10,4.79E-06,-1.20E-06,9.31E-06
4.0471,12.5,4.96E-06,-1.17E-06,7.89E-06
4.0471,15,4.18E-06,1.45E-08,7.35E-06
4.0471,17.5,3.94E-06,-3.97E-07,6.05E-06
4.0471,20,3.59E-06,-5.02E-08,5.33E-06
4.0471,25,2.77E-06,-3.23E-07,4.24E-06
4.0471,30,1.71E-06,-5.95E-07,3.15E-06
4.0471,35,6.55E-07,-1.26E-06,2.05E-06
4.0471,40,-4.04E-07,-1.93E-06,1.75E-06
4.0471,45,-4.83E-07,-2.60E-06,1.45E-06
4.0471,50,-5.62E-07,-1.79E-06,1.15E-06
4.0471,60,-6.41E-07,-9.81E-07,1.13E-06
4.0471,70,-8.58E-07,-1.70E-07,1.11E-06
4.0471,80,-1.08E-06,-1.84E-07,1.09E-06
4.0471,90,-1.29E-06,-1.99E-07,9.36E-07
4.0471,100,1.55E-06,-2.13E-07,7.78E-07
4.1001,0,4.74E-06,-2.33E-06,1.93E-05
4.1001,2.5,3.97E-06,-9.57E-07,1.04E-05
4.1001,5,3.44E-06,-6.79E-07,1.94E-06
4.1001,7.5,3.02E-06,-5.63E-07,-2.10E-06
4.1001,10,2.41E-06,-1.31E-07,-4.29E-06
4.1001,12.5,2.44E-06,-2.73E-07,-5.25E-06
4.1001,15,1.74E-06,-6.62E-08,-5.83E-06
4.1001,17.5,1.93E-06,-1.73E-07,-5.75E-06
4.1001,20,1.37E-06,5.47E-07,-5.64E-06
4.1001,25,1.85E-06,3.16E-07,-6.18E-06
4.1001,30,1.23E-06,8.47E-08,-6.71E-06
4.1001,35,6.16E-07,1.72E-09,-7.25E-06
4.1001,40,-1.59E-09,-8.13E-08,-7.24E-06
4.1001,45,-9.55E-08,-1.64E-07,-7.23E-06
4.1001,50,-1.90E-07,1.21E-07,-7.22E-06
4.1001,60,-2.84E-07,4.06E-07,-5.94E-06
4.1001,70,-4.47E-07,6.91E-07,-4.66E-06
4.1001,80,-6.09E-07,8.33E-07,-3.38E-06
4.1001,90,-7.73E-07,9.76E-07,-2.83E-06
4.1001,100,1.48E-06,1.12E-06,-2.29E-06
4.1231,0,1.48E-06,-3.40E-06,2.01E-05
4.1231,2.5,1.33E-06,-2.80E-06,1.29E-05
4.1231,5,9.89E-07,-2.89E-06,6.66E-06
4.1231,7.5,1.33E-06,-3.26E-06,4.23E-06
4.1231,10,3.64E-07,-3.15E-06,2.77E-06
4.1231,12.5,4.59E-07,-2.45E-06,2.43E-06
4.1231,15,5.20E-07,-2.19E-06,1.70E-06
4.1231,17.5,8.64E-07,-3.03E-06,1.17E-06
4.1231,20,2.59E-07,-2.27E-06,6.56E-07
4.1231,25,7.07E-07,-1.76E-06,-3.02E-07
4.1231,30,1.26E-07,-1.24E-06,-1.26E-06
4.1231,35,-4.56E-07,-1.04E-06,-2.22E-06
4.1231,40,-1.04E-06,-8.45E-07,-2.46E-06
4.1231,45,-1.28E-06,-6.49E-07,-2.69E-06
4.1231,50,-1.52E-06,-9.30E-07,-2.93E-06
4.1231,60,-1.77E-06,-1.21E-06,-2.55E-06
4.1231,70,-2.01E-06,-1.49E-06,-2.16E-06
4.1231,80,-2.25E-06,-1.05E-06,-1.78E-06
4.1231,90,-2.49E-06,-6.00E-07,-6.54E-07
4.1231,100,6.35E-07,-1.55E-07,4.72E-07
4.1741,0,3.80E-06,5.31E-07,3.06E-05
4.1741,2.5,3.50E-06,9.28E-07,2.44E-05
4.1741,5,3.06E-06,1.82E-06,1.94E-05
4.1741,7.5,3.04E-06,8.07E-07,1.68E-05
4.1741,10,3.10E-06,4.77E-07,1.43E-05
4.1741,12.5,2.98E-06,8.56E-07,1.32E-05
4.1741,15,2.76E-06,2.06E-07,1.21E-05
4.1741,17.5,2.54E-06,7.24E-07,1.04E-05
4.1741,20,2.55E-06,1.35E-06,9.01E-06
4.1741,25,2.43E-06,6.34E-07,7.41E-06
4.1741,30,2.16E-06,-8.11E-08,5.82E-06
4.1741,35,1.89E-06,6.46E-10,4.22E-06
4.1741,40,1.63E-06,8.24E-08,3.48E-06
4.1741,45,1.19E-06,1.64E-07,2.74E-06
4.1741,50,7.60E-07,4.16E-07,2.00E-06
4.1741,60,3.25E-07,6.67E-07,1.19E-06
4.1741,70,-1.10E-08,9.19E-07,3.80E-07
4.1741,80,-3.47E-07,4.93E-07,-4.31E-07
4.1741,90,-6.83E-07,6.71E-08,1.21E-07
4.1741,100,1.72E-06,-3.59E-07,6.74E-07
4.2001,0,-3.30E-06,-4.45E-07,3.27E-05
4.2001,2.5,-3.13E-06,6.41E-08,2.58E-05
4.2001,5,-2.66E-06,7.90E-07,2.04E-05
4.2001,7.5,-2.65E-06,-4.41E-07,1.74E-05
4.2001,10,-3.08E-06,7.32E-08,1.57E-05
4.2001,12.5,-2.17E-06,-2.01E-07,1.37E-05
4.2001,15,-1.12E-06,-4.61E-08,1.27E-05
4.2001,17.5,-2.02E-06,-1.99E-07,1.20E-05
4.2001,20,-1.18E-06,-5.44E-07,1.08E-05
4.2001,25,-1.57E-06,3.22E-07,9.34E-06
4.2001,30,-1.67E-06,1.19E-06,7.88E-06
4.2001,35,-1.76E-06,2.08E-06,6.43E-06
4.2001,40,-1.86E-06,2.98E-06,5.41E-06
4.2001,45,-1.76E-06,3.87E-06,4.38E-06
4.2001,50,-1.65E-06,3.65E-06,3.36E-06
4.2001,60,-1.55E-06,3.44E-06,2.47E-06
4.2001,70,-1.57E-06,3.22E-06,1.58E-06
4.2001,80,-1.58E-06,2.43E-06,6.96E-07
4.2001,90,-1.60E-06,1.65E-06,6.89E-07
4.2001,100,1.04E-06,8.64E-07,6.82E-07
4.2511,0,-2.71E-07,-1.55E-06,3.79E-05
4.2511,2.5,6.84E-08,-8.95E-07,3.04E-05
4.2511,5,-8.94E-08,-6.59E-07,2.47E-05
4.2511,7.5,-1.93E-07,3.83E-09,2.16E-05
4.2511,10,-1.22E-07,-1.05E-06,1.95E-05
4.2511,12.5,-6.99E-10,-9.53E-07,1.78E-05
4.2511,15,1.53E-07,-1.19E-07,1.65E-05
4.2511,17.5,-4.26E-07,-4.79E-07,1.49E-05
4.2511,20,-6.39E-07,-9.97E-07,1.42E-05
4.2511,25,4.14E-08,-4.30E-07,1.19E-05
4.2511,30,-4.27E-07,1.37E-07,9.58E-06
4.2511,35,-8.95E-07,2.49E-07,7.26E-06
4.2511,40,-1.36E-06,3.60E-07,6.60E-06
4.2511,45,-1.58E-06,4.72E-07,5.93E-06
4.2511,50,-1.80E-06,4.15E-07,5.27E-06
4.2511,60,-2.02E-06,3.58E-07,4.22E-06
4.2511,70,-2.22E-06,3.01E-07,3.17E-06
4.2511,80,-2.41E-06,1.46E-07,2.12E-06
4.2511,90,-2.61E-06,-8.36E-09,1.64E-06
4.2511,100,2.73E-06,-1.63E-07,1.16E-06
4.2761,0,3.56E-07,-7.36E-06,3.69E-05
4.2761,2.5,5.56E-07,-1.35E-06,2.93E-05
4.2761,5,1.63E-07,-1.13E-06,2.37E-05
4.2761,7.5,-2.00E-07,-1.12E-06,2.04E-05
4.2761,10,-6.57E-07,-1.32E-06,1.78E-05
4.2761,12.5,-1.01E-06,-1.50E-06,1.63E-05
4.2761,15,-1.19E-06,-8.16E-07,1.50E-05
4.2761,17.5,-1.93E-06,-1.83E-07,1.34E-05
4.2761,20,-1.74E-06,-1.04E-06,1.21E-05
4.2761,25,-1.39E-06,-3.57E-07,1.04E-05
4.2761,30,-1.62E-06,3.24E-07,8.69E-06
4.2761,35,-1.84E-06,3.99E-07,6.98E-06
4.2761,40,-2.06E-06,4.73E-07,5.73E-06
4.2761,45,-2.19E-06,5.48E-07,4.47E-06
4.2761,50,-2.31E-06,4.04E-07,3.22E-06
4.2761,60,-2.44E-06,2.59E-07,2.57E-06
4.2761,70,-3.16E-06,1.15E-07,1.92E-06
4.2761,80,-3.88E-06,5.55E-07,1.27E-06
4.2761,90,-4.61E-06,9.95E-07,5.20E-07
4.2761,100,3.68E-08,1.44E-06,-2.30E-07
4.3281,0,2.67E-06,-5.16E-07,2.52E-05
4.3281,2.5,2.64E-06,7.16E-07,1.60E-05
4.3281,5,2.33E-06,1.42E-06,8.48E-06
4.3281,7.5,2.64E-06,1.74E-06,4.76E-06
4.3281,10,2.27E-06,1.71E-06,2.66E-06
4.3281,12.5,2.53E-06,1.49E-06,1.42E-06
4.3281,15,1.95E-06,1.69E-06,5.73E-07
4.3281,17.5,1.32E-06,1.53E-06,-8.74E-07
4.3281,20,1.62E-06,1.73E-06,-1.23E-06
4.3281,25,8.24E-07,1.94E-06,-2.04E-06
4.3281,30,6.48E-07,2.14E-06,-2.86E-06
4.3281,35,4.73E-07,2.36E-06,-3.68E-06
4.3281,40,2.98E-07,2.58E-06,-4.58E-06
4.3281,45,-3.39E-07,2.80E-06,-5.48E-06
