Name,AF (mT),x (emu),y (emu),z (emu)
855,45,-1.24E-06,2.93E-07,1.04E-05
855,50,-1.91E-06,4.84E-07,9.28E-06
855,60,-2.58E-06,6.75E-07,8.20E-06
855,70,-2.64E-06,8.65E-07,7.12E-06
855,80,-2.71E-06,7.98E-07,6.04E-06
855,90,-2.77E-06,7.30E-07,3.89E-06
855,100,1.02E-06,6.62E-07,1.74E-06
857,0,1.44E-06,1.22E-06,5.11E-05
857,2.5,1.06E-06,1.87E-06,4.25E-05
857,5,1.26E-06,1.54E-06,3.36E-05
857,7.5,1.18E-06,1.92E-06,2.76E-05
857,10,1.23E-06,4.99E-07,2.36E-05
857,12.5,1.58E-06,-1.61E-07,2.13E-05
857,15,1.42E-06,-1.54E-07,1.95E-05
857,17.5,2.41E-07,1.13E-07,1.80E-05
857,20,3.31E-07,1.14E-06,1.73E-05
857,25,5.18E-08,1.35E-06,1.53E-05
857,30,-1.67E-07,1.57E-06,1.32E-05
857,35,-3.85E-07,1.25E-06,1.11E-05
857,40,-6.03E-07,9.40E-07,1.03E-05
857,45,-9.18E-07,6.27E-07,9.54E-06
857,50,-1.23E-06,8.87E-07,8.75E-06
857,60,-1.55E-06,1.15E-06,7.60E-06
857,70,-1.16E-06,1.41E-06,6.44E-06
857,80,-7.80E-07,1.32E-06,5.29E-06
857,90,-3.96E-07,1.23E-06,4.00E-06
857,100,1.87E-06,1.14E-06,2.70E-06
858,0,2.24E-06,2.82E-06,4.11E-05
858,2.5,1.91E-06,2.24E-06,3.37E-05
858,5,1.52E-06,1.66E-06,2.50E-05
858,7.5,1.18E-06,1.54E-06,2.02E-05
858,10,1.18E-06,1.04E-06,1.68E-05
858,12.5,1.26E-06,1.43E-06,1.47E-05
858,15,1.05E-06,1.63E-06,1.35E-05
858,17.5,7.85E-07,1.83E-06,1.22E-05
858,20,5.17E-07,1.55E-06,1.10E-05
858,25,2.50E-07,1.28E-06,9.68E-06
858,30,-2.60E-07,1.00E-06,8.35E-06
858,35,-7.70E-07,9.86E-07,7.01E-06
858,40,-1.28E-06,9.68E-07,6.39E-06
858,45,-1.65E-06,9.50E-07,5.76E-06
858,50,-2.02E-06,8.49E-07,5.13E-06
858,60,-2.38E-06,7.47E-07,4.26E-06
858,70,-2.12E-06,6.45E-07,3.39E-06
858,80,-1.85E-06,5.26E-07,2.52E-06
858,90,-1.58E-06,4.06E-07,2.20E-06
858,100,1.95E-06,2.86E-07,1.88E-06
860,0,1.90E-05,2.51E-06,3.93E-05
860,2.5,1.82E-05,2.46E-06,3.04E-05
860,5,1.73E-05,2.31E-06,2.01E-05
860,7.5,1.65E-05,1.88E-06,1.35E-05
860,10,1.58E-05,2.34E-06,9.15E-06
860,12.5,1.58E-05,2.13E-06,5.01E-06
860,15,1.40E-05,1.85E-06,4.09E-06
860,17.5,1.23E-05,1.58E-06,3.16E-06
860,20,1.06E-05,1.22E-06,2.23E-06
860,25,8.92E-06,8.63E-07,2.49E-06
860,30,8.10E-06,5.05E-07,2.74E-06
860,35,7.29E-06,2.79E-07,3.00E-06
860,40,6.47E-06,5.31E-08,2.44E-06
860,45,5.12E-06,-1.73E-07,1.87E-06
860,50,3.78E-06,-7.95E-08,1.31E-06
860,60,2.43E-06,1.37E-08,1.11E-06
860,70,1.74E-06,1.07E-07,9.07E-07
860,80,1.05E-06,5.81E-08,7.06E-07
860,90,3.58E-07,9.22E-09,5.71E-07
860,100,2.33E-06,-3.98E-08,4.37E-07
861,0,1.25E-06,-1.44E-06,4.39E-05
861,2.5,8.47E-07,1.31E-06,3.30E-05
861,5,1.02E-06,-2.21E-07,2.22E-05
861,7.5,6.32E-07,5.01E-07,1.60E-05
861,10,6.66E-07,5.49E-07,1.27E-05
861,12.5,9.08E-07,-2.59E-07,9.86E-06
861,15,1.08E-06,3.13E-07,8.37E-06
861,17.5,1.12E-06,3.26E-07,8.01E-06
861,20,9.71E-07,1.09E-06,7.63E-06
861,25,2.36E-06,8.10E-07,6.29E-06
861,30,1.47E-06,5.31E-07,4.95E-06
861,35,5.72E-07,1.27E-06,3.62E-06
861,40,-3.21E-07,2.01E-06,2.95E-06
861,45,-1.41E-07,2.75E-06,2.29E-06
861,50,3.85E-08,1.89E-06,1.63E-06
861,60,2.18E-07,1.02E-06,1.68E-06
861,70,-4.94E-07,1.57E-07,1.73E-06
861,80,-1.21E-06,2.98E-07,1.78E-06
861,90,-1.92E-06,4.40E-07,7.64E-07
861,100,3.09E-06,5.81E-07,-2.51E-07
